timestamp,protocol,src_ip,dst_ip,dst_port
2025-10-29T00:27:11.164462,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.165460,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.167460,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.168460,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.227796,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.229796,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.230797,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.231797,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.231797,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.232795,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.233794,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.234795,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.235794,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.236797,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.290567,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.291561,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.292562,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.293564,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.294562,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.294562,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.296390,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.339915,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.340914,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.342917,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.343915,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.344915,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.344915,TCP,10.0.3.213,64.233.170.84,443
2025-10-29T00:27:11.350913,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:11.402176,TCP,64.233.170.84,10.0.3.213,61622
2025-10-29T00:27:16.140559,TCP,20.42.65.94,10.0.3.213,58000
2025-10-29T00:27:16.599343,TCP,10.0.3.213,162.159.135.234,443
2025-10-29T00:27:16.615439,TCP,162.159.135.234,10.0.3.213,51114
2025-10-29T00:27:16.876472,TCP,162.159.135.234,10.0.3.213,51114
2025-10-29T00:27:16.926441,TCP,10.0.3.213,162.159.135.234,443
2025-10-29T00:27:19.144908,TCP,10.0.3.213,142.250.182.67,443
2025-10-29T00:27:19.161432,TCP,142.250.182.67,10.0.3.213,55407
2025-10-29T00:27:19.975112,TCP,10.0.3.213,142.251.43.234,443
2025-10-29T00:27:20.006071,TCP,142.251.43.234,10.0.3.213,57997
2025-10-29T00:27:22.585710,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:27:22.601724,TCP,10.0.3.213,142.251.223.10,443
2025-10-29T00:27:22.602716,TCP,10.0.3.213,142.251.223.10,443
2025-10-29T00:27:22.629188,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:27:22.630181,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:27:25.052248,TCP,104.18.39.21,10.0.3.213,56120
2025-10-29T00:27:25.053213,TCP,10.0.3.213,104.18.39.21,443
2025-10-29T00:27:25.062205,TCP,10.0.3.213,142.250.206.35,443
2025-10-29T00:27:25.064207,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:25.064207,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:25.066206,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:25.067214,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:25.067214,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:25.072811,TCP,104.18.39.21,10.0.3.213,56120
2025-10-29T00:27:25.081730,TCP,142.250.206.35,10.0.3.213,56779
2025-10-29T00:27:25.083734,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.084734,TCP,10.0.3.213,142.250.206.35,443
2025-10-29T00:27:25.085828,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.086735,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.087734,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.088728,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.088728,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:25.089734,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.090735,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.091747,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.092734,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.092734,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:25.093733,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.093733,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:25.128587,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.129570,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.130570,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.131574,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.185545,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.186540,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.187539,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.187539,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.188540,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.189538,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.220676,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.222317,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.223209,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.224214,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.225215,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.253828,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.326653,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:25.355969,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:25.423365,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.425359,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.426381,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.427371,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.427371,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.428359,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.457361,TCP,142.251.222.138,10.0.3.213,62897
2025-10-29T00:27:25.459319,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.459319,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.461341,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.462321,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.528486,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.530482,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.565722,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.567730,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.568740,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.569735,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.570739,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.571738,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.571738,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.572738,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.573734,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.597784,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.598786,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.599785,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.600784,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.600784,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.601820,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.628043,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.822469,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.825366,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.826093,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.828089,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.829086,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.830091,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.831083,TCP,10.0.3.213,142.251.222.138,443
2025-10-29T00:27:25.864621,TCP,142.251.222.138,10.0.3.213,60312
2025-10-29T00:27:25.932672,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:25.970610,TCP,142.250.66.14,10.0.3.213,56603
2025-10-29T00:27:29.623267,TCP,10.0.3.213,142.251.43.206,443
2025-10-29T00:27:29.642897,TCP,142.251.43.206,10.0.3.213,52367
2025-10-29T00:27:30.002387,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:27:30.017792,TCP,10.0.3.213,142.251.223.10,443
2025-10-29T00:27:30.018770,TCP,10.0.3.213,142.251.223.10,443
2025-10-29T00:27:30.042488,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:27:30.043447,TCP,142.251.223.10,10.0.3.213,59334
2025-10-29T00:27:36.840746,TCP,10.0.3.213,104.18.39.21,443
2025-10-29T00:27:36.860767,TCP,104.18.39.21,10.0.3.213,56120
2025-10-29T00:27:36.875293,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:27:36.893265,UDP,1.1.1.1,10.0.3.213,55276
2025-10-29T00:27:37.108033,TCP,104.18.39.21,10.0.3.213,56120
2025-10-29T00:27:37.153733,TCP,10.0.3.213,104.18.39.21,443
2025-10-29T00:27:38.503471,TCP,10.0.3.213,104.18.39.21,443
2025-10-29T00:27:38.522477,TCP,104.18.39.21,10.0.3.213,56120
2025-10-29T00:27:38.606743,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.607745,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.638743,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.639745,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.645742,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.647748,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.650742,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.651741,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.660741,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.687752,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:38.688751,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:38.690752,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:38.691750,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:38.693754,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:38.696752,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.700258,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.703267,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.705266,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:27:38.707265,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.710274,UDP,10.0.3.213,1.1.1.1,53
2025-10-29T00:27:38.713266,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.716270,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.718265,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.719265,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.720267,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.721265,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.723273,TCP,142.251.221.132,10.0.3.213,54110
2025-10-29T00:27:38.725267,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.727266,UDP,1.1.1.1,10.0.3.213,52374
2025-10-29T00:27:38.728265,TCP,142.251.221.132,10.0.3.213,54110
2025-10-29T00:27:38.730265,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.731266,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.733268,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.734266,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.736266,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:38.738266,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.740265,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.741264,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.742265,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.743266,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:38.744266,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:38.745265,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.747268,UDP,1.1.1.1,10.0.3.213,53970
2025-10-29T00:27:38.748266,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.749267,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.750267,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.752267,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.758266,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.760268,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.761268,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.762265,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.763266,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.764267,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.768271,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.769279,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.770266,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.771268,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.772265,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.774279,TCP,104.18.39.21,10.0.3.213,56120
2025-10-29T00:27:38.775266,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.776265,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.777265,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.778267,TCP,10.0.3.213,162.159.61.3,443
2025-10-29T00:27:38.780265,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.781266,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.783266,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.783266,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.784265,TCP,142.251.221.132,10.0.3.213,54110
2025-10-29T00:27:38.786273,TCP,142.251.221.132,10.0.3.213,54110
2025-10-29T00:27:38.787272,TCP,142.251.221.132,10.0.3.213,54110
2025-10-29T00:27:38.788271,TCP,142.251.221.132,10.0.3.213,54110
2025-10-29T00:27:38.789275,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.790273,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.791272,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.792273,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.794272,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.795273,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.796272,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.796272,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.797271,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.798274,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.799781,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.800787,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.801790,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.802788,TCP,162.159.61.3,10.0.3.213,57630
2025-10-29T00:27:38.802788,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.803788,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.804788,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.805788,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.806790,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.806790,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.807788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.808788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.808788,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.809788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.810788,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.810788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.811788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.812788,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.813792,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.813792,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.814792,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.815788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.816787,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.817788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.817788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.818788,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.819790,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.820792,TCP,142.251.221.132,10.0.3.213,54110
2025-10-29T00:27:38.821790,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.821790,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.822787,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.823789,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.824791,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.825789,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.826789,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.827790,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.828788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.829789,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.830790,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.831788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.832791,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.833791,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.833791,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.834792,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.835788,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.836787,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.838789,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.839791,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.840792,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.841790,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.842790,TCP,10.0.3.213,104.18.39.21,443
2025-10-29T00:27:38.843788,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.844788,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.845789,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.846789,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.847791,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.848791,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.849795,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.852789,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.854789,TCP,10.0.3.213,172.64.41.3,443
2025-10-29T00:27:38.855788,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.857789,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.858795,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.859790,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.860793,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.862791,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.863789,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.864789,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.865790,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.866792,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.867790,TCP,142.250.77.110,10.0.3.213,50589
2025-10-29T00:27:38.868790,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.869790,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.871789,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.872790,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.873789,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.874792,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.876789,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.877790,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.878789,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.879789,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.881789,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.882789,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.884787,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.888792,TCP,172.64.41.3,10.0.3.213,57161
2025-10-29T00:27:38.892797,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.893794,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.894794,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.907307,TCP,10.0.3.213,142.251.221.202,443
2025-10-29T00:27:38.908308,TCP,10.0.3.213,142.251.221.202,443
2025-10-29T00:27:38.909814,TCP,10.0.3.213,142.251.221.202,443
2025-10-29T00:27:38.911824,TCP,10.0.3.213,142.251.221.202,443
2025-10-29T00:27:38.912822,TCP,10.0.3.213,142.251.221.202,443
2025-10-29T00:27:38.913822,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.915823,TCP,10.0.3.213,20.42.65.94,443
2025-10-29T00:27:38.917823,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.927822,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.929824,TCP,142.250.77.110,10.0.3.213,50589
2025-10-29T00:27:38.931822,TCP,142.251.221.202,10.0.3.213,56750
2025-10-29T00:27:38.932822,TCP,142.251.221.202,10.0.3.213,56750
2025-10-29T00:27:38.934824,TCP,142.251.221.202,10.0.3.213,56750
2025-10-29T00:27:38.936822,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.958823,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.962821,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.963821,TCP,10.0.3.213,142.251.221.132,443
2025-10-29T00:27:38.964821,TCP,142.250.77.110,10.0.3.213,50589
2025-10-29T00:27:38.965822,TCP,142.250.77.110,10.0.3.213,50589
2025-10-29T00:27:38.966822,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.967825,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.968822,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.969822,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.970822,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.976825,TCP,142.251.221.202,10.0.3.213,56750
2025-10-29T00:27:38.977823,TCP,10.0.3.213,142.251.221.202,443
2025-10-29T00:27:38.978826,TCP,142.251.221.202,10.0.3.213,56750
2025-10-29T00:27:38.979823,TCP,10.0.3.213,142.251.221.202,443
2025-10-29T00:27:38.980827,TCP,142.251.221.202,10.0.3.213,56750
2025-10-29T00:27:38.981823,TCP,142.251.221.202,10.0.3.213,56750
2025-10-29T00:27:38.982825,TCP,10.0.3.213,142.251.221.202,443
2025-10-29T00:27:38.983822,TCP,10.0.3.213,142.251.221.202,443
2025-10-29T00:27:38.984821,TCP,142.250.77.110,10.0.3.213,50589
2025-10-29T00:27:38.985829,TCP,10.0.3.213,142.250.77.110,443
2025-10-29T00:27:38.986828,TCP,142.250.77.110,10.0.3.213,50589
2025-10-29T00:27:38.987831,TCP,142.250.77.110,10.0.3.213,50589
2025-10-29T00:27:38.988830,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.989830,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.989830,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.990830,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.991828,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.992827,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.993830,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.994829,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.994829,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.995829,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.996830,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:38.997829,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:38.997829,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.998829,TCP,142.251.221.132,10.0.3.213,49862
2025-10-29T00:27:38.999827,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:39.000900,TCP,10.0.3.213,142.250.66.14,443
2025-10-29T00:27:39.001901,TCP,142.250.66.14,10.0.3.213,53021
2025-10-29T00:27:39.001901,TCP,10.0.3.213,142.250.66.14,443
